Product Name,Sales,Quantity,Profit,Margen (%),Tipo
Eureka The Boss Lite 10 Amp Upright Vacuum  Blue,1042.08,13,291.78,27.999769691386454,Otros
Eureka The Boss Plus 12 Amp Hard Box Upright Vacuum  Red,1674.4,20,146.51000000000002,8.75,Otros
Euro Pro Shark Stick Mini Vacuum,170.74,11,-325.64,-190.72273632423565,Otros
Euro Pro Shark Turbo Vacuum,693.95,24,143.73000000000002,20.71186684919663,Otros
Executive Impressions 10  Spectator Wall Clock,258.72,22,87.97,34.00200989486704,Otros
Executive Impressions 12  Wall Clock,176.7,14,23.33,13.20316921335597,Otros
Executive Impressions 13  Chairman Wall Clock,253.8,11,72.34,28.502758077226165,Otros
Executive Impressions 13  Clairmont Wall Clock,315.37,20,88.46,28.04959254209341,Otros
Executive Impressions 13 1 2  Indoor Outdoor Wall Clock,56.099999999999994,3,21.32,38.003565062388596,Oculto
Executive Impressions 14 ,377.90999999999997,17,166.29,44.00254028737001,Otros
Executive Impressions 14  Contract Wall Clock,346.78999999999996,17,93.59,26.987514057498778,Otros
Executive Impressions 14  Contract Wall Clock with Quartz Movement,97.81,8,-1.7699999999999996,-1.8096309170841423,Otros
Executive Impressions 14  Two Color Numerals Wall Clock,308.99,16,94.50999999999999,30.586750380271205,Otros
Executive Impressions 16 1 2  Circular Wall Clock,58.78,4,-1.0700000000000003,-1.8203470568220488,Otros
Executive Impressions 8 1 2  Career Panel Partition Cubicle Clock,66.56,7,18.51,27.809495192307693,Otros
Executive Impressions Supervisor Wall Clock,867.26,21,266.08,30.680534095888195,Otros
Faber Castell Col Erase Pencils,37.16,8,14.08,37.890204520990316,Oculto
Fashion Color Clasp Envelopes,77.9,15,36.519999999999996,46.88061617458279,Oculto
Fellowes 8 Outlet Superior Workstation Surge Protector,759.12,20,166.85,21.979397196754135,Otros
Fellowes 8 Outlet Superior Workstation Surge Protector w o Phone Fax Modem Protection,665.68,25,43.71,6.566218002643913,Otros
Fellowes Advanced 8 Outlet Surge Suppressor with Phone Fax Protection,244.29000000000002,10,41.64,17.045314994473777,Otros
Fellowes Advanced Computer Series Surge Protectors,386.75,15,100.66,26.02714932126697,Otros
Fellowes Bankers Box Recycled Super Stor Drawer,1187.56,24,-30.22,-2.544713530263734,Otros
Fellowes Bankers Box Staxonsteel Drawer File Stacking System,2612.19,43,153.35000000000002,5.87055306084167,Trampa
Fellowes Bankers Box Stor Drawer Steel Plus,1426.31,50,-12.8,-0.8974206168364522,Trampa
Fellowes Bases and Tops For Staxonsteel High Stak Systems,858.88,26,201.07999999999998,23.411885245901637,Otros
Fellowes Basic Home Office Series Surge Protectors,436.13,41,58.28,13.362988099878478,Otros
Fellowes Binding Cases,271.44,31,71.96000000000001,26.510462717359275,Otros
Fellowes Black Plastic Comb Bindings,102.26,34,-4.42,-4.3223156659495405,Otros
Fellowes Command Center 5 outlet power strip,664.83,15,-78.02,-11.73533083645443,Otros
Fellowes Desktop Hanging File Manager,201.45000000000002,15,50.37,25.003723008190615,Otros
Fellowes Econo Stor Drawers,581.58,7,-56.21999999999999,-9.666769833900752,Otros
Fellowes High Stak Drawer Files,3946.66,26,419.33,10.624933488063325,Otros
Fellowes Mighty 8 Compact Surge Protector,344.58,19,67.3,19.53102327471124,Otros
Fellowes Mobile File Cart  Black,2300.66,40,485.03,21.082211191571115,Otros
Fellowes Neat Ideas Storage Cubes,480.69999999999993,16,-18.18,-3.7819846057832334,Otros
Fellowes Officeware Wire Shelving,4509.469999999999,55,-332.36,-7.370267459368842,Trampa
Fellowes PB200 Plastic Comb Binding Machine,4181.76,38,693.56,16.58536118763391,Otros
Fellowes PB300 Plastic Comb Binding Machine,8070.2,27,2518.0600000000004,31.201952863621724,Otros
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,27453.38,31,7753.0599999999995,28.24082134877381,Otros
Fellowes Personal Hanging Folder Files  Navy,284.72,24,52.64,18.488339421185724,Otros
Fellowes Powershred HS 440 4 Sheet High Security Shredder,2541.84,17,1092.68,42.98775690051301,Estrella
Fellowes Premier Superior Surge Suppressor  10 Outlet  With Phone and Remote,929.4799999999999,21,169.28,18.212333778026427,Otros
Fellowes Presentation Covers for Comb Binding Machines,133.86,14,21.820000000000004,16.300612580307785,Otros
Fellowes Recycled Storage Drawers,1287.95,12,48.849999999999994,3.792849101284987,Trampa
Fellowes Smart Surge Ten Outlet Protector  Platinum,180.66,3,50.58,27.997343075390233,Otros
Fellowes Staxonsteel Drawer Files,4829.25,26,509.98,10.560231920070406,Otros
Fellowes Stor Drawer Steel Plus Storage Drawers,3397.3100000000004,37,78.25,2.303292899382158,Trampa
Fellowes Strictly Business Drawer File  Letter Legal Size,4479.030000000001,33,388.76,8.67955785069535,Otros
Fellowes Super Stor Drawer,477.3,18,67.72,14.188141630002093,Otros
Fellowes Super Stor Drawer Files,4006.44,27,473.34000000000003,11.81447868931021,Otros
Fellowes Superior 10 Outlet Split Surge Protector,867.76,30,57.08,6.577855628284318,Otros
Fellowes Twister Kit  Gray Clear  3 pkg,182.52,42,-3.2099999999999973,-1.7587113740959879,Otros
File Shuttle I and Handi File,262.66,13,51.410000000000004,19.572831797761364,Otros
File Shuttle II and Handi File  Black,1125.1399999999999,34,260.95,23.19266935670228,Otros
First Data FD10 PIN Pad,1722.2,24,15.800000000000004,0.9174311926605507,Trampa
First Data TMFD35 PIN Pad,571.2,4,119.94999999999999,20.999649859943975,Otros
Fiskars 8  Scissors  2 Pack,217.23000000000002,14,45.86,21.11126455830226,Otros
Fiskars Home   Office Scissors,97.68,11,27.349999999999998,27.999590499590493,Otros
Fiskars Softgrip Scissors,307.44,28,86.08,27.99895914650013,Otros
Fiskars Spring Action Scissors,75.49000000000001,6,13.42,17.77718903165982,Otros
Flat Face Poster Frame,678.25,51,120.97,17.83560633984519,Otros
Flexible Leather  Look Classic Collection Ring Binder,142.04000000000002,13,18.93,13.327231765699802,Otros
Floodlight Indoor Halogen Bulbs  1 Bulb per Pack  60 Watts,434.56,24,197.10000000000002,45.356222385861564,Otros
Fluorescent Highlighters by Dixon,90.75,26,22.45,24.738292011019283,Otros
G E  Halogen Desk Lamp Bulbs,62.82,11,22.89,36.43744030563515,Otros
G E  Longer Life Indoor Recessed Floodlight Bulbs,81.01,16,25.76,31.798543389704975,Otros
GBC Binding covers,137.26999999999998,11,58.93,42.929991986595766,Otros
GBC Clear Cover  8 1 2 x 11  unpunched  25 covers per pack,136.44,15,13.64,9.997068308413956,Otros
GBC DocuBind 200 Manual Binding Machine,4209.8099999999995,15,1052.46,25.000178155308678,Otros
GBC DocuBind 300 Electric Binding Machine,6785.14,23,494.42,7.286806167595658,Trampa
GBC DocuBind P100 Manual Binding Machine,2954.44,27,489.65,16.57336077226141,Otros
GBC DocuBind P400 Electric Binding System,17965.07,27,-1878.1700000000003,-10.45456544282878,Trampa
GBC DocuBind P50 Personal Binding Machine,2264.89,50,569.4,25.14029378910234,Otros
GBC DocuBind TL200 Manual Binding Machine,4322.8099999999995,23,1592.48,36.83900055750774,Otros
GBC DocuBind TL300 Electric Binding System,19823.48,37,2233.5,11.266942030359957,Otros
GBC Durable Plastic Covers,369.59,34,14.310000000000002,3.8718580048161484,Otros
GBC Ibimaster 500 Manual ProClick Binding System,19024.5,48,760.9800000000002,4.000000000000002,Trampa
GBC Imprintable Covers,241.56,36,39.96,16.5424739195231,Otros
GBC Instant Index System for Binding Systems,71.93,19,-12.43,-17.280689559293755,Otros
GBC Instant Report Kit,164.98000000000002,50,3.2299999999999986,1.957813068250696,Otros
GBC Laser Imprintable Binding System Covers  Desert Sand,146.99,17,18.400000000000002,12.51785835771141,Otros
GBC Linen Binding Covers,207.57,18,-82.41,-39.70226911403382,Otros
GBC Personal VeloBind Strips,156.92000000000002,27,-11.270000000000001,-7.182003568697426,Otros
GBC Plastic Binding Combs,172.7,30,59.77,34.609148812970474,Otros
GBC Plasticlear Binding Covers,68.88,23,-68.43,-99.34668989547039,Otros
GBC Poly Designer Binding Covers,256.13,18,102.44,39.995314879162926,Otros
GBC Pre Punched Binding Paper  Plastic  White  8 1 2  x 11 ,310.2,31,52.43,16.90199871050935,Otros
GBC Premium Transparent Covers with Diagonal Lined Pattern,780.45,67,49.50999999999999,6.343776026651289,Otros
GBC Prepunched Paper  19 Hole  for Binding Systems  24 lb,433.79,38,125.8,29.00020747366237,Otros
GBC Prestige Therm A Bind Covers,1073.91,39,364.72,33.9618776247544,Otros
GBC ProClick 150 Presentation Binding System,3222.99,22,-461.31999999999994,-14.313417044421485,Trampa
GBC ProClick Punch Binding System,1573.9099999999999,31,562.38,35.73139506070868,Otros
GBC ProClick Spines for 32 Hole Punch,66.41,12,-13.280000000000001,-19.996988405360643,Otros
GBC Recycled Grain Textured Covers,466.3,20,107.06,22.959468153549217,Otros
GBC Recycled Regency Composition Covers,1291.25,26,451.94,35.0001936108422,Otros
GBC Recycled VeloBinder Covers,487.34000000000003,42,100.86999999999999,20.698075265728235,Otros
GBC Standard Plastic Binding Systems  Combs,108.65,30,5.020000000000001,4.620340543028073,Otros
GBC Standard Plastic Binding Systems Combs,55.76,13,-2.9300000000000015,-5.254662840746057,Otros
GBC Standard Recycled Report Covers  Clear Plastic Sheets,258.72,51,-27.17,-10.501700680272108,Otros
GBC Standard Therm A Bind Covers,466.01,34,8.499999999999996,1.823995193236196,Otros
GBC Therma A Bind 250T Electric Binding System,1180.7,12,413.24,34.999576522401966,Otros
GBC Twin Loop Wire Binding Elements,1041.67,47,259.59,24.92056025420718,Otros
GBC Twin Loop Wire Binding Elements  9 16  Spine  Black,269.40999999999997,35,-2.270000000000003,-0.8425819383096408,Otros
GBC VeloBind Cover Sets,342.77,42,18.53,5.405957347492488,Otros
GBC VeloBinder Electric Binding Machine,496.02,15,-411.33,-82.9260916898512,Otros
GBC VeloBinder Manual Binding System,842.16,30,280.71,33.33214591051581,Otros
GBC VeloBinder Strips,52.989999999999995,20,-23.81,-44.93300622759011,Otros
GBC Velobind Prepunched Cover Sets  Regency Series,661.9399999999999,33,-9.239999999999998,-1.3958969090854156,Otros
GBC White Gloss Covers  Plain Front,269.33000000000004,31,31.419999999999995,11.665985965172833,Otros
GBC Wire Binding Combs,184.06,26,41.58,22.590459632728457,Otros
GBC Wire Binding Strips,212.66000000000003,14,-18.41,-8.657011191573401,Otros
GE 2 Jack Phone Line Splitter,1771.52,11,94.75999999999999,5.349078757225433,Trampa
GE 30522EE2,1159.9,10,336.37,28.99991378567118,Otros
GE 30524EE4,5291.74,32,838.84,15.851874808664071,Otros
GE 4 Foot Flourescent Tube  40 Watt,98.87,7,42.239999999999995,42.722767270152715,Otros
GE 48  Fluorescent Tube  Cool White Energy Saver  34 Watts  30 Box,2699.05,29,1260.23,46.69161371593709,Estrella
GE DSL Phone Line Filter,495.88,15,69.99,14.1143018472211,Otros
GE General Purpose  Extra Long Life  Showcase   Floodlight Incandescent Bulbs,45.400000000000006,20,14.55,32.048458149779734,Otros
GE General Use Halogen Bulbs  100 Watts  1 Bulb per Pack,163.32999999999998,15,3.1400000000000006,1.922488214045185,Otros
Gear Head AU3700S Headset,189.65,16,-11.950000000000001,-6.301080938571052,Otros
Geemarc AmpliPOWER60,3415.04,46,384.18,11.249648613193404,Otros
Geographics Note Cards  Blank  White  8 1 2  x 11 ,76.09,8,29.54,38.822447102115916,Oculto
Global Adaptabilites Bookcase  Cherry Storm Gray Finish,3447.84,8,206.87,5.999988398533575,Trampa
Global Adaptabilities Conference Tables,3540.3500000000004,14,354.03999999999996,10.000141228974533,Otros
Global Airflow Leather Mesh Back Chair  Black,3955.67,32,573.72,14.503737672758346,Otros
Global Armless Task Chair  Royal Blue,1396.44,28,-20.730000000000004,-1.4844891295007305,Trampa
Global Chrome Stack Chair,815.86,32,15.090000000000002,1.8495820361336506,Otros
Global Comet Stacking Arm Chair,6084.139999999999,17,697.13,11.458151850549134,Otros
Global Comet Stacking Armless Chair,3528.79,14,514.36,14.576101156487068,Otros
Global Commerce Series High Back Swivel Tilt Chairs,7979.43,33,926.19,11.607220064591079,Otros
Global Commerce Series Low Back Swivel Tilt Chairs,4420.0599999999995,24,41.11000000000001,0.9300778722460783,Trampa
Global Deluxe High Back Manager s Chair,8665.21,35,1558.59,17.986753927487044,Otros
Global Deluxe High Back Office Chair in Storm,1087.92,10,-149.60000000000002,-13.75101110375763,Otros
Global Deluxe Office Fabric Chairs,1420.5,17,229.39,16.148539246744104,Otros
Global Deluxe Stacking Chair  Gray,764.6899999999999,19,76.97,10.065516745347788,Otros
Global Deluxe Steno Chair,1770.53,29,-216.29000000000002,-12.216116078236462,Trampa
Global Enterprise Series Seating High Back Swivel Tilt Chairs,2032.35,10,-460.67,-22.66686348315989,Trampa
Global Enterprise Series Seating Low Back Swivel Tilt Chairs,207.18,1,25.9,12.501206680181484,Otros
Global Ergonomic Managers Chair,6008.54,39,785.4300000000001,13.071894337060252,Otros
Global Executive Mid Back Manager s Chair,4626.58,18,750.7199999999999,16.226240549174552,Otros
Global Fabric Manager s Chair  Dark Gray,3150.58,35,499.87,15.865967536136205,Otros
Global Geo Office Task Chair  Gray,1757.26,25,-166.01999999999998,-9.447662838737578,Trampa
Global High Back Leather Tilter  Burgundy,5436.15,54,-474.74,-8.733018772476846,Trampa
Global Highback Leather Tilter in Burgundy,2647.82,34,49.129999999999995,1.8554886661480006,Trampa
Global Italian Leather Office Chair,969.25,8,204.32999999999998,21.08124838792881,Otros
Global Leather   Oak Executive Chair  Burgundy,1689.97,13,-114.67000000000002,-6.7853275501932,Trampa
Global Leather Executive Chair,5861.53,21,701.99,11.976224637594623,Otros
Global Leather Highback Executive Chair with Pneumatic Height Adjustment  Black,5989.22,39,267.29,4.4628515900234085,Trampa
Global Leather Task Chair  Black,1448.85,19,63.89000000000001,4.409704248196847,Trampa
Global Leather and Oak Executive Chair  Black,6410.87,26,854.78,13.333291737314903,Otros
Global Low Back Tilter Chair,1746.9499999999998,21,-246.38,-14.103437419502562,Trampa
Global Manager s Adjustable Task Chair  Storm,2959.21,23,493.7,16.68350674673308,Otros
Global Push Button Manager s Chair  Indigo,2185.96,44,283.74,12.980109425607056,Otros
Global Stack Chair with Arms  Black,803.47,31,125.01,15.55876386174966,Otros
Global Stack Chair without Arms  Black,901.51,44,44.169999999999995,4.899557409235615,Otros
Global Super Steno Chair,2389.9,30,-0.00999999999999801,-0.00041842754926976067,Trampa
Global Task Chair  Black,463.1,12,-80.41,-17.363420427553443,Otros
Global Troy Executive Leather Low Back Tilter,12975.39,32,951.88,7.336041537094454,Trampa
Global Value Mid Back Manager s Chair  Gray,1978.94,39,197.9,10.00030319261827,Otros
Global Value Steno Chair  Gray,2204.85,43,246.01,11.15767512529197,Otros
Global Wood Trimmed Manager s Task Chair  Khaki,4166.89,59,-503.12,-12.074232821120786,Trampa
Globe Weis Peel   Seel First Class Envelopes,375.73,30,164.87,43.87991376786522,Otros
Google Nexus 5,3815.79,23,710.95,18.631790533546138,Otros
Gould Plastics 18 Pocket Panel Bin  34w x 5 1 4d x 20 1 2h,2299.7400000000002,28,-172.95,-7.52041535130058,Trampa
Gould Plastics 9 Pocket Panel Bin  18 3 8w x 5 1 4d x 20 1 2h  Black,953.8100000000001,20,-63.589999999999996,-6.666946247156141,Otros
Grandstream GXP1160 VoIP phone,803.69,24,157.7,19.62199355472881,Otros
Grandstream GXP2100 Mainstream Business Phone,596.62,10,45.900000000000006,7.693339143843654,Otros
Great White Multi Use Recycled Paper  20Lb  and 84 Bright ,169.82999999999998,32,64.59,38.032149796855684,Otros
Green Bar Computer Printout Paper,857.38,17,380.87,44.422543096409996,Otros
Green Canvas Binder for 8 1 2  x 14  Sheets,569.24,19,162.64000000000001,28.571428571428577,Otros
Griffin GC17055 Auxiliary Audio Cable,395.78,27,46.06,11.637778563848604,Otros
Griffin GC36547 PowerJolt SE Lightning Charger,175.41,10,17.990000000000002,10.255971723390914,Otros
Grip Seal Envelopes,7.07,2,2.39,33.80480905233381,Otros
GuestStacker Chair with Chrome Finish Legs,9070.93,31,773.25,8.524484259056127,Otros
HON 5400 Series Task Chairs for Big and Tall,21870.57,39,0.0,0.0,Trampa
HP Designjet T520 Inkjet Large Format Printer   24  Color,18374.9,12,4094.9799999999996,22.285726725043396,Otros
HP Office Paper  20Lb  and 87 Bright ,86.84,14,38.21,44.000460617227084,Oculto
HP Office Recycled Paper  20Lb  and 87 Bright ,106.35,19,50.35,47.34367653972732,Otros
HP Officejet Pro 8600 e All In One Printer  Copier  Scanner  Fax,449.97,4,48.0,10.667377825188346,Otros
HP Standard 104 key PS 2 Keyboard,275.5,20,58.010000000000005,21.056261343012707,Otros
HTC One,1119.9,14,126.0,11.251004553978033,Otros
HTC One Mini,2041.03,19,317.5,15.555871300274863,Otros
Hammermill Color Copier Paper  28Lb  and 96 Bright ,29.97,3,13.49,45.01167834501168,Oculto
Hammermill CopyPlus Copy Paper  20Lb  and 84 Bright ,32.87,7,15.09,45.90812290842714,Oculto
Hand Finished Solid Wood Document Frame,260.15,8,68.47,26.319431097443786,Otros
Hanging Personal Folder File,251.2,17,51.03,20.314490445859875,Otros
Harbour Creations 67200 Series Stacking Chairs,1501.9,24,254.84,16.96784073506891,Otros
Harbour Creations Steel Folding Chair,2389.13,34,336.39,14.080020760695314,Otros
Harmony Air Purifier,1946.7,13,374.22,19.223300970873787,Otros
Harmony HEPA Quiet Air Purifiers,128.7,12,37.449999999999996,29.0986790986791,Otros
Heavy Duty E Z D Binders,176.74,29,9.040000000000003,5.114857983478557,Otros
Hewlett Packard 300S Scientific Calculator,131.1,10,60.3,45.9954233409611,Otros
Hewlett Packard 310 Color Digital Copier,4199.85,16,839.99,20.0004762074836,Otros
Hewlett Packard 610 Color Digital Copier   Printer,8899.82,21,3124.94,35.11239553159503,Otros
Hewlett Packard Deskjet 3050a All in One Color Inkjet Printer,3040.0,8,1459.2,48.00000000000001,Estrella
Hewlett Packard Deskjet 5550 Printer,597.13,3,49.76,8.333193776899503,Otros
Hewlett Packard Deskjet 6540 Color Inkjet Printer,1396.21,6,139.62,9.999928377536332,Otros
Hewlett Packard Deskjet D4360 Printer,447.97,4,139.99,31.249860481728685,Otros
Hewlett Packard Deskjet F4180 All in One Color Ink jet   Printer   copier   scanner,101.99,2,-71.4,-70.00686341798217,Otros
Hewlett Packard Desktjet 6988DT Refurbished Printer,3404.5,5,1668.21,49.00014686444412,Estrella
Hewlett Packard LaserJet 3310 Copier,18839.68,38,6983.89,37.07010947107382,Otros
High Back Leather Manager s Chair,4770.65,42,-197.59,-4.141783614392169,Trampa
High Speed Automatic Electric Letter Opener,17030.309999999998,11,-262.0,-1.5384335340930377,Trampa
Holmes 99% HEPA Air Purifier,333.57,17,86.85,26.036514075006746,Otros
Holmes Cool Mist Humidifier for the Whole House with 8 Gallon Output per Day  Extended Life Filter,147.26,9,48.77,33.11829417357056,Otros
Holmes HEPA Air Purifier,239.58,14,41.38,17.27189247850405,Otros
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,3,290.3,42.999763005095396,Otros
Holmes Odor Grabber,357.62,30,67.79,18.955874951065375,Otros
Holmes Replacement Filter for HEPA Air Cleaner  Large Room,151.07,12,47.989999999999995,31.766730654663398,Otros
Holmes Replacement Filter for HEPA Air Cleaner  Medium Room,203.94,18,87.69999999999999,43.00284397371775,Otros
Holmes Replacement Filter for HEPA Air Cleaner  Very Large Room  HEPA Filter,1383.09,26,381.21,27.562197687786043,Otros
Holmes Visible Mist Ultrasonic Humidifier with 2 3 Gallon Output per Day  Replacement Filter,47.54,5,10.190000000000001,21.434581405132523,Otros
Home Office Personal File Carts,980.23,30,198.13,20.21260316456342,Otros
Hon 2090  Pillow Soft  Series Mid Back Swivel Tilt Chairs,5282.42,24,-989.04,-18.723236698331448,Trampa
Hon 2111 Invitation Series Corner Table,3140.56,18,-402.0,-12.800264920905827,Trampa
Hon 2111 Invitation Series Straight Table,2040.06,18,-115.31,-5.65228473672343,Trampa
Hon 30  x 60  Table with Locking Drawer,1296.03,6,-177.35,-13.68409681874648,Trampa
Hon 4 Shelf Metal Bookcases,1474.31,22,-191.84999999999997,-13.012867036105025,Trampa
Hon 4060 Series Tables,1231.56,13,96.28999999999999,7.818539088635551,Trampa
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8431.0,34,1388.65,16.470762661605978,Otros
Hon 4070 Series Pagoda Round Back Stacking Chairs,5906.030000000001,21,1052.82,17.82618781144017,Otros
Hon 4700 Series Mobuis Mid Back Task Chairs with Adjustable Arms,7582.38,24,833.0,10.985996481315894,Otros
Hon 5100 Series Wood Tables,5965.08,26,-238.62,-4.000281639139794,Trampa
Hon 61000 Series Interactive Training Tables,653.12,22,-148.4,-22.72170504654581,Otros
Hon 94000 Series Round Tables,7404.49,30,-681.2199999999999,-9.200093456807963,Trampa
Hon Comfortask Task Swivel Chairs,1686.8999999999999,18,-36.47,-2.161953879898038,Trampa
Hon Deluxe Fabric Upholstered Stacking Chairs,2586.19,15,-48.8,-1.8869456613783209,Trampa
Hon Deluxe Fabric Upholstered Stacking Chairs  Rounded Back,10637.53,51,1927.4499999999998,18.119337853806286,Otros
Hon Deluxe Fabric Upholstered Stacking Chairs  Squared Back,1268.69,7,73.19,5.768942767736799,Trampa
Hon Every Day Chair Series Swivel Task Chairs,967.8499999999999,10,12.100000000000005,1.2501937283669997,Otros
Hon Every Day Series Multi Task Chairs,6748.48,43,281.97,4.178274218787046,Trampa
Hon GuestStacker Chair,6936.11,34,1233.0700000000002,17.77754389708353,Otros
Hon Metal Bookcases  Black,1570.08,30,-26.960000000000004,-1.7171099561805772,Trampa
Hon Metal Bookcases  Gray,851.76,12,229.97,26.999389499389498,Otros
Hon Metal Bookcases  Putty,1320.23,19,362.72,27.47400074229491,Otros
Hon Mobius Operator s Chair,2705.7799999999997,23,499.33000000000004,18.45419805010016,Otros
Hon Multipurpose Stacking Arm Chairs,6584.64,36,814.41,12.36832993147689,Otros
Hon Non Folding Utility Tables,3775.6600000000003,29,541.66,14.346101079016647,Otros
Hon Olson Stacker Chairs,5427.99,22,1292.12,23.804760141415144,Otros
Hon Olson Stacker Stools,5294.47,44,833.5899999999999,15.744541002215517,Otros
Hon Pagoda Stacking Chairs,6483.79,22,1540.7,23.76233653465026,Otros
Hon Practical Foundations 30 x 60 Training Table  Light Gray Charcoal,4334.83,22,430.07000000000005,9.92126565516987,Otros
Hon Racetrack Conference Tables,3963.91,22,-598.52,-15.099232828192367,Trampa
Hon Rectangular Conference Tables,3481.52,20,-295.81,-8.496576208093016,Trampa
Hon Valutask Swivel Chairs,1242.06,13,139.35,11.219264769817883,Otros
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.2,9,-177.23000000000002,-59.234625668449205,Otros
Honeywell Enviracaire Portable HEPA Air Cleaner for 16  x 20  Room,3855.18,14,1503.52,38.99999481217479,Estrella
Honeywell Enviracaire Portable HEPA Air Cleaner for 17  x 22  Room,11304.44,40,3247.02,28.723404255319146,Otros
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1320.17,12,417.02,31.588356045054798,Otros
Honeywell Quietcare HEPA Air Cleaner,1761.76,23,549.76,31.205158477885753,Otros
Hoover Commercial Lightweight Upright Vacuum,18.09,8,-2.51,-13.875069098949695,Otros
Hoover Commercial Lightweight Upright Vacuum with E Z Empty Dirt Cup,1023.35,6,-9.310000000000002,-0.9097571700786634,Otros
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.67999999999999,18,-10.41,-11.354712041884818,Otros
Hoover Commercial SteamVac,168.39000000000001,14,35.31,20.969178692321396,Otros
Hoover Portapower Portable Vacuum,61.83,18,1.3499999999999996,2.183406113537117,Otros
Hoover Replacement Belt for Commercial Guardsman Heavy Duty Upright Vacuum,9.76,6,0.43999999999999995,4.508196721311474,Otros
Hoover Replacement Belts For Soft Guard   Commercial Ltweight Upright Vacs  2 Pk,56.09,18,3.4800000000000004,6.204314494562311,Otros
Hoover Shoulder Vac Commercial Portable Vacuum,5009.49,16,715.65,14.28588538953067,Otros
Hoover Upright Vacuum With Dirt Cup,6832.91,31,460.35,6.73724664893874,Trampa
Hoover WindTunnel Plus Canister Vacuum,3051.3,9,697.44,22.857142857142858,Otros
Hot File 7 Pocket  Floor Stand,8138.24,49,2016.7,24.78054223026109,Otros
Howard Miller 11 1 2  Diameter Brentwood Wall Clock,681.45,17,256.18,37.593367084892506,Otros
Howard Miller 11 1 2  Diameter Grantwood Wall Clock,500.31,14,101.78999999999999,20.345385860766324,Otros
Howard Miller 11 1 2  Diameter Ridgewood Wall Clock,1184.23,24,448.77,37.89551016272177,Otros
Howard Miller 12  Round Wall Clock,479.34,14,127.3,26.557349689155924,Otros
Howard Miller 12 3 4 Diameter Accuwave DS  Wall Clock,786.9000000000001,14,147.94,18.80035582666158,Otros
Howard Miller 13  Diameter Goldtone Round Wall Clock,1042.07,27,294.31,28.242824378400684,Otros
Howard Miller 13  Diameter Pewter Finish Round Wall Clock,1047.73,27,340.52,32.50073969438691,Otros
Howard Miller 13 1 2  Diameter Rosebrook Wall Clock,949.02,17,247.57999999999998,26.08796442646098,Otros
Howard Miller 13 3 4  Diameter Brushed Chrome Round Wall Clock,1324.8,31,201.85,15.236262077294684,Otros
Howard Miller 14 1 2  Diameter Chrome Round Wall Clock,1636.87,29,375.95000000000005,22.96761502135173,Otros
Howard Miller 16  Diameter Gallery Wall Clock,575.46,12,107.42,18.66680568588607,Otros
Howard Miller Distant Time Traveler Alarm Clock,531.9499999999999,21,192.22,36.13497509164396,Otros
Hunt BOSTON Model 1606 High Volume Electric Pencil Sharpener  Beige,1113.02,8,111.3,9.999820308709637,Otros
Hunt BOSTON Vista Battery Operated Pencil Sharpener  Black,83.96000000000001,8,15.86,18.889947594092423,Otros
Hunt Boston Vacuum Mount KS Pencil Sharpener,671.8,20,153.96,22.917534980649005,Otros
Hunt PowerHouse Electric Pencil Sharpener  Blue,1617.95,44,448.17,27.699867115794678,Otros
Hypercom P1300 Pinpad,1108.8,21,275.31,24.829545454545457,Otros
I Need s 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green pink,542.99,52,95.2,17.532551244037645,Otros
I R I S IRISCard Anywhere 5 Card Scanner,350.97,3,152.09,43.33418810724563,Otros
IBM Multi Purpose Copy Paper  8 1 2 x 11   Case,458.5,16,185.89,40.543075245365316,Otros
Ibico Covers for Plastic or Wire Binding Elements,184.0,20,57.51,31.255434782608692,Otros
Ibico EB 19 Dual Function Manual Binding System,3234.8999999999996,23,1086.35,33.58218182942286,Otros
Ibico EPK 21 Electric Binding System,15875.92,13,3345.2899999999995,21.07147176352614,Otros
Ibico Hi Tech Manual Binding System,5398.3,34,-304.97,-5.649371098308728,Trampa
Ibico Ibimaster 300 Manual Binding System,7985.38,28,2318.34,29.032306540202217,Otros
Ibico Laser Imprintable Binding System Covers,1100.4,34,138.34,12.571792075608867,Otros
Ibico Plastic Spiral Binding Combs,1100.48,47,328.92,29.88877580692062,Otros
Ibico Plastic and Wire Spiral Binding Combs,208.23000000000002,41,21.58,10.363540315996733,Otros
Ibico Presentation Index for Binding Systems,72.03999999999999,27,15.07,20.918933925596896,Otros
Ibico Recycled Grain Textured Covers,141.61,8,3.4499999999999993,2.436268625097097,Otros
Ibico Recycled Linen Style Covers,749.95,24,262.48,34.99966664444296,Otros
Ibico Standard Transparent Covers,390.57,34,104.83,26.840259108482474,Otros
Iceberg Mobile Mega Data Printer Cart ,5751.77,49,1388.6100000000001,24.142307498387453,Otros
Iceberg Nesting Folding Chair  19w x 6d x 43h,1589.41,31,253.85,15.971335275353745,Otros
